id,code,client_name,explain,market,created_at,updated_at
2948,SCPH,Scpharmaceuticals Inc,米国の医薬品企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2949,SCPL,Sciplay Corp A,米国のオンラインゲーム開発会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2950,SCPS,Scopus Biopharma Inc,癌の治療法の開発に焦点を当てた米国のバイオテクノロジー企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2951,SCS,Steelcase Inc A,米国の家具製造会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
2952,SCSC,Scansource,特殊技術製品の卸売業者。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2953,SCU,Sculptor Capital Management Inc,世界各地のオルタナティブ資産の運用に従事する投資会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
2954,SCVL,Shoe Carnival Inc,ファミリー向けの靴の小売会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2955,SCWX,Secure Works A,セキュリティソリューションを提供する会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2956,SCX,The LS Starrett Company A,産業、専門と消費者市場向けの製品を製造する米国企業,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
2957,SCYX,SCYNEXIS Inc,抗感染症薬の開発と商業化に従事している会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2958,SDC,SmileDirectClub Inc,歯科技術を消費者向けに提供する米国の会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2959,SDGR,Schrodinger Inc,化学シミュレーション・ソフトウェアの開発に従事する米国のソフトウェア企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2960,SEAS,SeaWorld Entertainment,海洋テーマパークを所有・運営,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
2961,SEB,Seaboard Corp,多様なグローバルアグリビジネスと運送会社を手がけている会社,NYSE American,2021/09/10 00:00:00,2021/09/10 00:00:00
2962,SEDG,SolarEdge Technologies,太陽光発電の最適化と、太陽電池のモニタリング用ソリューションを提供している会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2963,SEE,Sealed Air,機能性素材及び包装システムの開発・製造,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
2964,SEER,Seer Inc,ナノ粒子テクノロジーを利用した米国のバイオテクノロジー企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2965,SEIC,SEI Investments,機関投資家や個人投資家に投資と業務ソリューションを提供,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2966,SELB,Selecta Biosciences Inc,免疫システムを治療するワクチンの研究を行うバイオ医科学企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2967,SEM,Select Medical Holdings Corp,長期療養病院とリハビリテーション施設を運営している会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
2968,SEMR,SEMrush Holdings Inc A,オンラインの可視性管理SaaSプラットフォームの提供に取り組む米国の企業,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
2969,SENEA,Seneca Foods Corp A,米国の大手食品加工会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2970,SENS,Senseonics Holdings Inc,医療テクノロジー会社,NYSE American,2021/09/10 00:00:00,2021/09/10 00:00:00
2971,SESN,Sesen Bio Inc,がん治療のための抗体薬物複合体を開発する製薬会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2972,SF,Stifel Financial,金融サービス持株会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
2973,SFBC,Sound Financial Bancorp Inc,米国の銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2974,SFBS,ServisFirst Bancshares Inc,商業向け取引バンキング、現金管理、プライベートバンキングを運営している銀行。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
2975,SFE,Safeguard Scientifics Inc,企業家及び生命科学・技術企業向けに資本を提供している企業,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
2976,SFIX,Stitch Fix A,オンライン購読サービスおよびパーソナルショッピングプラットフォームを運営している会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2977,SFL,SFL Corporation Ltd,バミューダ諸島の船舶会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
2978,SFM,Sprouts Farmers Market,全米でサービスを展開する小売食料品店チェーン会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2979,SFNC,Simmons First National Corp A,複数銀行の金融持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2980,SFST,Southern First Bancshares Inc,米国の銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2981,SFT,Shift Technologies Inc,中古車売買のeコマースプラットフォームを運営している米国の企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2982,SFTW,Osprey Technology Acquisition Corp A,ブランクチェックカンパニー,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
2983,SGA,Saga Communications Inc A,米国のラジオ放送持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2984,SGBX,SG Blocks Inc,組立金属製品およびハードウエア製品の製造に従事しているコンテナーメーカー。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2985,SGC,Superior Group of Companies Inc,米国のユニフォーム会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2986,SGEN,Seagen Inc,がんなどの治療用単クローン抗体ベース医薬品の発見、開発に従事する医薬品メーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2987,SGFY,Signify Health Inc A,米国のヘルスケアテクノロジー企業,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
2988,SGH,SMART Global Holdings,米国（ケイマン籍）IT関連持株会社。子会社を通じて、北米、南米、アジア、欧州等でメモリのデザイン・製造・販売に従事する。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2989,SGLB,Sigma Labs Inc,ソフトウエア会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2990,SGMO,Sangamo Therapeutics,遺伝子制御における転写因子の調査、開発に従事するバイオテクノロジー会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2991,SGMS,Scientific Games Corp,宝くじ事業者、ギャンブル産業向けソリューションをグローバルに提供している米国のゲーム関連サービス企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2992,SGRY,Surgery Partners Inc,米国のヘルスケア・サービス会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2993,SGTX,Sigilon Therapeutics Inc,糖尿病、血液疾患などの治療法開発を行う米国の企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2994,SGU,Star Group LP,家庭用煖房器具を提供している会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
2995,SHAK,Shake Shack A,ニューヨークを拠点にハンバーガーを中心としたチェーンストアを展開,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
2996,SHBI,Shore Bancshares Inc,米国の金融持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2997,SHC,Sotera Health Company,医療機器および製薬業界に滅菌などを提供している世界有数のプロバイダー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2998,SHEN,Shenandoah Telecommunications Company,子会社を通じて、電気通信サービスを手掛けている電気通信事業会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
2999,SHLS,Shoals Technologies Group Inc,太陽光を使用した分類再生エネルギー設備を提供している会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3000,SHOO,Steven Madden Ltd,ブランドファッション・ハンドバッグとアクセサリーの販売をしている会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3001,SHOP,Shopify A,カナダの世界最大のネットショップ作成プラットフォーム提供企業,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3002,SHW,Sherwin-Williams,塗料会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3003,SHYF,Shyft Group Inc,商用車メーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3004,SI,Silvergate Capital Corporation A,子会社で仮想通貨関連のビジネスに特化した商業銀行であるシルバーゲート銀行を通じ、金融サービスを提供,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3005,SIBN,SI-BONE Inc,米国および国際的に独自の低侵襲外科用インプラントシステムを開発し、商品化している。腰痛の原因となる仙腸関節の機能不全を治療するために仙腸関節を融合するインプラントシステムであるiFuseを提供している。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3006,SIC,Select Interior Concepts Inc A,インテリアデザイン、インテリア関連製品の設置工事や販売代理店事業に従事,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3007,SIEB,Siebert Financial Corp,米国の金融持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3008,SIEN,Sientra Inc,美容整形用製品を扱う企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3009,SIF,SIFCO Industries Inc,航空宇宙、エネルギー、防衛市場へ鍛造部品を提供しているサプライヤー,NYSE American,2021/09/10 00:00:00,2021/09/10 00:00:00
3010,SIG,Signet Jewelers,宝石・腕時計を販売するバミューダの企業,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3011,SIGA,SIGA Technologies Inc,米国の医薬品会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3012,SIGI,Selective Insurance Group Inc,子会社を通じて各種商業保険商品、代替リスク管理商品、管理医療および関連サービスを提供する保険持株会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3013,SILK,Silk Road Medical Inc,手術器具を製造、販売している医療器具メーカー。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3014,SINO,Sino-Global Shipping America Ltd,海運仲立業サービス会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3015,SINT,SiNtx Technologies Inc,脊髄等の固定のために用いる、医療用窒化ケイ素の製造を行う米国のバイオマテリアル会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3016,SIOX,Sio Gene Therapies Inc,臨床段階のバイオ医薬品メーカー。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3017,SIRI,Sirius XM Holdings,衛星ラジオ放送会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3018,SITE,SiteOne Landscape Supply Inc,野外照明、肥料、草の種子、芝生ケア用器具、およびゴルフ場用アクセサリー商品などを提供している園芸用品販売会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3019,SITM,SiTime Corp,シリコンを素材とするタイミングシステムの開発に従事する半導体企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3020,SIVB,SVB Financial Group,銀行・金融サービス持株会社。主要子会社シリコン・バレー・バンクを通じて、プライベートおよびコマーシャルバンキングサービスを提供している。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3021,SIX,Six Flags Entertainment Corporation,テーマパーク、ウォーターパーク、動物園などを所有する教育サービス会社テーマパーク運営会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3022,SJI,South Jersey Industries Inc,エネルギー関連商品を提供するエネルギーサービス持株会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3023,SJM,The JM Smucker,食品製造販売,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3024,SJR,Shaw Communications Inc B,カナダのテレコミュニケーション企業,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3025,SJW,SJW Group,給水サービスを提供する公益事業会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3026,SKLZ,Skillz Inc,米国のゲーム・ソフトウェア企業,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3027,SKX,Skechers USA A,若者向けの靴製造・販売メーカー,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3028,SKY,Skyline Champion Corporation,独立系上場住宅会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3029,SKYT,SkyWater Technology Inc,半導体の開発および製造を行う企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3030,SKYW,SkyWest Inc,地方航空会社を運営している会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3031,SLAB,Silicon Laboratories,アナログ系混合シグナル IC（集積回路）メーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3032,SLB,Schlumberger,石油サービス会社。世界の石油企業に対して、技術やプロジェクト管理、情報サービスを提供,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3033,SLCA,US Silica Holdings,工業用シリカと砂プロパントの生産会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3034,SLCT,Select Bancorp Inc,銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3035,SLDB,Solid Biosciences Inc,筋ジストロフィー患者のための治療法および装置を開発,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3036,SLF,Sun Life Financial,カナダの国際的な金融サービス会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3037,SLGG,Super League Gaming Inc,eスポーツコミュニティとコンテンツプラットフォームを運営している会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3038,SLGN,Silgan Holdings Inc,常温保存可能食品などの消費者向け製品用硬質包装材を製造,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3039,SLM,SLM Corp,教育ローン・サービス会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3040,SLNG,Stabilis Solutions Inc,米国の配電機器メーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3041,SLNO,Soleno Therapeutics Inc,ガスフローの定量性に対する独自技術に基づいた診断治療を開発している医療機器メーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3042,SLP,Simulations Plus Inc,機械学習に基づく技術・ソフトウェアの開発,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3043,SLQT,SelectQuote Inc,保険契約比較サイトを運営,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3044,SLRX,Salarius Pharmaceuticals Inc,バイオテクノロジー会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3045,SLS,SELLAS Life Sciences Group Inc,リボ核酸（RNA）関連技術と免疫療法技術を開発するバイオ企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3046,SM,SM Energy Co,米国の石油・天然ガス会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3047,SMAR,Smartsheet A,インターネットソフトウェアソリューションを開発する会社。業務執行と管理のため、クラウドベースのプラットフォームを提供している。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3048,SMBC,Southern Missouri Bancorp,Southern Bank持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3049,SMBK,SmartFinancial Inc,米国の銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3050,SMCI,Super Micro Computer Inc,企業IT、データセンター、クラウドコンピューティングを開発・提供するコンピュータシステムメーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3051,SMED,Sharps Compliance Corp,医薬、有害物質の廃棄物処理サービスを提供している会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3052,SMG,Scotts Miracle Gro,米国の園芸用品メーカー。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3053,SMHI,SEACOR Marine Holdings Inc,米国の沖合輸送事業持株会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3054,SMMF,Summit Financial Group Inc,子会社を通じて米国のバージニア州、ウェストバージニア州の顧客に幅広い銀行サービスを提供している銀行持株会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3055,SMMT,Summit Therapeutics Inc,既存疾病または治療法のない疾病の新規治療薬を開発,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3056,SMP,Standard Motor Products Inc,アフターマーケット向け自動車部品を製造・販売している会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3057,SMPL,Simply Good Foods Co,栄養食品やスナック製品の開発・販売をしている会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3058,SMSI,Smith Micro Software Inc,モバイルシステムのソフトウエアサービス会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3059,SMTC,Semtech Corporation,アナログ、ミックスド・シグナル半導体メーカー。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3060,SMWB,SimilarWeb Ltd,デジタルインテリジェンスのオンラインプラットフォームを提供するイスラエルの企業,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3061,SNA,Snap-on,工具、機器関連のソリューション会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3062,SNAP,Snap A,カメラ関連製品、携帯電話用アプリケーションの開発と販売をしている会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3063,SNAX,Stryve Foods Inc,健康に配慮したスナック菓子を製造販売する会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3064,SNBR,Sleep Number,エアーベッド・マットレスのメーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3065,SNCR,Synchronoss Technologies Inc,トランザクション管理ソリューションのプロバイダー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3066,SNCY,Sun Country Airlines Holdings Inc,米国の持株会社。子会社サン・カントリー航空を通し、定期旅客サービスおよび貨物サービスを提供。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3067,SND,Smart Sand Inc,北米でプロパント（砂粒上の物質）製品、物流サービスを提供している会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3068,SNDL,Sundial Growers Inc,処方薬、健康のための大麻製品を提供する会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3069,SNDR,Schneider National Inc B,輸送・物流サービス会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3070,SNDX,Syndax Pharmaceuticals Inc,バイオ医薬品企業。腫瘍、肺がん、乳がん、血液がんに対する治療を提供する。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3071,SNEX,StoneX Group Inc.,コモディティ、通貨、国際証券の取引やアドバイザリーなどを世界各地で提供する金融サービス持株会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3072,SNFCA,Security National Financial CorporationA,米国の金融サービス持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3073,SNGX,Soligenix Inc,米国のバイオ医薬品企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3074,SNOA,Sonoma Pharmaceuticals,感染症を防ぐ医薬品を製造する医療品メーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3075,SNOW,Snowflake Inc A,クラウドベースのデータウェアハウスなどを提供,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3076,SNPS,Synopsys,電子設計自動化ソリューション提供会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3077,SNV,Synovus Financial,商業およびリテール銀行業務、投資サービスを提供する金融持株会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3078,SNX,SYNNEX Corporation,情報技術（IT）サプライチェーン・サービス会社。OEMメーカーとソフトウエア出版社向けに世界中でサービスを提供。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3079,SO,Southern,公益事業持株会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3080,SOI,Solaris Oilfield Infrastructure Inc A,米国の石油・天然ガス採掘・製造サービス会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3081,SOLO,Electrameccanica Vehicles Corp,カナダの電気自動車会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3082,SOLY,Soliton Inc,米国の医療機器メーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3083,SON,Sonoco Products Company,世界の企業・個人向けに梱包ソリューションを提供している梱包材メーカー。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3084,SONM,Sonim Technologies Inc,米国のスマートフォンおよび付属品販売会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3085,SONO,Sonos,オーディオ機器メーカー。家庭用のオーディオ製品の製造。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3086,SP,SP Plus Corp,米国・カナダにおいて、私企業、公企業の顧客向けに、駐車管理、地上輸送とその他の付帯サービスを提供している会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3087,SPB,Spectrum Brands Holdings Inc,電池、パーソナルケア製品、小型家電製品、ペット用品などのブランド製品を提供している会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3088,SPCB,SuperCom Ltd,政府、民間、公的機関に高度な安全、識別、セキュリティに関する製品およびソリューションを提供している会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3089,SPCE,Virgin Galactic Holdings Inc,米国の航空宇宙会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3090,SPEL,Spinal Elements Holdings Inc,脊椎手術専門の医療機器を設計・開発している医療機器メーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3091,SPFI,South Plains Financial Inc,米国の銀行業と保険業を運営している持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3092,SPGI,S&P Global,格付けやベンチマーク、分析などの金融情報サービスプロバイダ,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3093,SPIR,Spire Global Inc A,ブランクチェックカンパニー,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3094,SPLK,Splunk,データ解析ソフトウェアメーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3095,SPNE,SeaSpine Holdings Corp,医療技術会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3096,SPNS,Sapiens International Corp NV,イスラエルに本社を置くケイマン籍のソフトウェアソリューションプロバイダー。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3097,SPNT,SiriusPoint Ltd,バミューダ籍の保険持株会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3098,SPOK,Spok Holdings Inc,ワイヤレス事業とソフトウェア事業を展開する米国の持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3099,SPOT,Spotify,2006年にスウェーデン（ルクセンブルク籍）で創業した音楽配信世界最大手。音楽のストリーミング配信サービス、及び同サービスを運営している。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3100,SPPI,Spectrum Pharmaceuticals Inc,米国の製薬会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3101,SPR,Spirit AeroSystems Holdings A,子会社を通じ、民間・軍用機の航空機構造の設計・製造を手掛ける,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3102,SPRO,Spero Therapeutics Inc,米国の教育サービス会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3103,SPRT,Support.com Inc,クラウドベースのサービスとソフトウェアを提供している会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3104,SPSC,SPS Commerce Inc,サプライチェーン管理ソリューションの米国プロバイダー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3105,SPT,Sprout Social Inc A,米国のソーシャルメディア（SNS)管理プラットフォーム企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3106,SPTN,SpartanNash Co,米国内外の米国軍に提供する食料の収集・配送の支援も手掛ける食品の卸売・小売サービス会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3107,SPWH,Sportsman's Warehouse Holdings Inc,米国でスポーツ用品店を運営,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3108,SPWR,SunPower,太陽光発電製品会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3109,SPXC,SPX Corp,発電、化学処理、製薬、建設・インフラなどを手掛ける専門機器メーカー,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3110,SQ,Square A,モバイル決済ソリューションを提供している会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3111,SQSP,Squarespace Inc,中小企業や個人がウェブサイト構築し、オンラインストアを立ち上げるためのプラットフォーム,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3112,SQZ,SQZ Biotechnologies Company,癌、感染症のための形質転換細胞療法を開発しているバイオテクノロジー企業,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3113,SR,Spire Inc,天然ガスの小売流通に関わる公益事業法人。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3114,SRAX,SRAX Inc A,インターネット広告事業会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3115,SRCE,1st Source Corp,銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3116,SRCL,Stericycle,規制対象医療廃棄物の処理サービス会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3117,SRDX,Surmodics Inc,ヘルスケア業界への薬物送達および表面改質技術のプロバイダー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3118,SRE,Sempra Energy,エネルギー・サービス持株会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3119,SREV,ServiceSource International Inc,サービス収益管理会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3120,SRGA,Surgalign Holdings Inc,脊椎外科を中心に医療テクノロジーのソリューションを提供,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3121,SRI,Stoneridge Inc,米国の電気・電子部品メーカー,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3122,SRL,Scully Royalty Ltd,統合されたマーチャントバンキング会社として運営されているケイマン籍の会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3123,SRNE,Sorrento Therapeutics Inc,バイオ医薬品会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3124,SRPT,Sarepta Therapeutics,奇病と伝染病両方の治療に用いる独自のRNA（リボ核酸）ベースの治療法発見と開発を手掛けるバイオ医薬品会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3125,SRRA,Sierra Oncology Inc,臨床段階のオンコロジー（癌領域）会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3126,SRRK,Scholar Rock Holding,生物医薬品企業として事業を行っている。神経筋障害、ガン、線維症、貧血を含む疾患の治療薬の発見および開発を手掛ける。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3127,SRT,StarTek Inc,ビジネス・プロセス・アウトソーシング・サービスを展開する米国企業,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3128,SSB,South State Corporation,米国の銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3129,SSBI,Summit State Bank,米国の州特許商業銀行,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
3130,SSD,Simpson Manufacturing Co Inc,米国の資材会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
3131,SSNC,SS&C Technologies Holdings Inc,コンピューター・ソフトウエアを開発・販売するソフトウエア会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
