id,code,client_name,explain,market,created_at,updated_at
1088,EEIQ,Elite Education Group International,留学希望者向けにサポートシステムを提供する企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1089,EEX,Emerald Holding Inc,米国のビジネス・サービス企業。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1090,EFC,Ellington Financial Inc,米国の特殊金融会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1091,EFOI,Energy Focus Inc,高エネルギー効率の照明システムおよびソリューションの設計、開発、製造、商品化、設置に従事,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1092,EFSC,Enterprise Financial Services Corp,金融持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1093,EFX,Equifax,財務、法務、広告宣伝、税務 などの集中管理サービスを提供する会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1094,EGAN,eGain Corp,米国の顧客エンゲージメントソリューション会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1095,EGBN,Eagle Bancorp Inc,不動産・商業・消費者ローンをはじめ、従来の当座預金や貯蓄用商品などを提供するEagleBankの持株会社。メリーランド州モントゴメリー郡を中心に事業を展開。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1096,EGHT,8X8 Inc,VolP（インターネットプロトコルを使った音声伝送システム）作成用プラットフォーム、インターネット用PBXソリューション、音声・画像用半導体および関連ソフトウエアを手掛ける。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1097,EGO,Eldorado Gold,カナダの鉱山会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1098,EGRX,Eagle Pharmaceuticals,主に救命救急診療と腫瘍学分野で使用される注射剤製品を開発・販売する特殊医薬品メーカー。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1099,EGY,VAALCO Energy,原油および天然ガス田の 買収、探査、開発を手掛けている石油ガス会社。フィリピンとガボンに生産用の油田を保有し、探査活動も展開している。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1100,EHC,Encompass Health Corporation,入院専門のリハビリ病院、外来リハビリ施設、在宅看護会社を運営。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1101,EHTH,eHealth Inc,インターネットを通じて健康保険を販売する。個人、家族、中小企業を対象にサービスを提供する保険会社。短期、歯科、眼科、グループ、生命、傷害、重病、ペット、旅行などの保険サービスを提供する。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1102,EIG,Employers Holdings Inc,危険産業危険産業に従事する特定の小企業を中心に労働者災害補償保険を提供している企業,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1103,EIGR,Eiger BioPharmaceuticals Inc,バイオテクノロジー企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1104,EIX,Edison International,子会社を通じて、世界各地で発電所の建設、買収、所有、運営を行う会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1105,EKSO,Ekso Bionics Holdings,人体の強さや耐久性、移動性を支援・強化する外骨格ロボットを開発している会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1106,EL,Estee Lauder A,化粧品メーカー,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1107,ELA,Envela Corporation,宝飾品販売会社。宝石、ダイヤモンド、高級時計、貴金属製品の卸売・小売に従事する。,NYSE American,2021/09/10 00:00:00,2021/09/10 00:00:00
1108,ELAN,Elanco Animal Health Inc,食品やコンパニオンアニマル用の動物用健康食品を開発、製造、販売している。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1109,ELDN,Eledon Pharmaceuticals Inc,バイオ医薬品会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1110,ELF,ELF Beauty Inc,化粧品メーカー。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1111,ELMD,Electromed Inc,肺機能障害用の気道クリアランス治療機具メーカー。,NYSE American,2021/09/10 00:00:00,2021/09/10 00:00:00
1112,ELOX,Eloxx Pharmaceuticals Inc,米国のバイオ医薬品企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1113,ELSE,Electro-Sensors Inc,監視システム・メーカー。工業用の生産監視システムおよび処理制御システムを製造する。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1114,ELVT,Elevate Credit Inc,米国のオンラインクレジット・ソリューション会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1115,ELY,Callaway Golf,ゴルフクラブの設計・製造・販売をしている会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1116,EMCF,Emclaire Financial Corp,The Farmers National Bank of Emlentonの持株会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1117,EME,EMCOR Group Inc,世界各地で機械設備・電力設備の建設および管理サービスを手掛けるエンジニアリング会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1118,EMKR,EMCORE,ブロードバンド、光ファイバーなど幅広い製品を提供する通信サービス会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1119,EML,The Eastern Company,産業用ハードウェア、セキュリティ製品や金属製品の製造及び販売を行っている会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1120,EMN,Eastman Chemical,世界的な化学品メーカー,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1121,EMR,Emerson Electric,産業用自動機器などの電子製品を製造販売,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1122,ENB,Enbridge,カナダでエネルギーの輸送、配給や関連サービスを提供,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1123,ENDP,Endo International,アイルランドにある鎮痛剤を主力とする特殊医薬品メーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1124,ENLV,Enlivex Therapeutics Ltd,開発途上にあるバイオ医薬品企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1125,ENOB,Enochian Biosciences Inc,バイオ医薬品会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1126,ENPH,Enphase Energy Inc,太陽光発電のソリューション会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1127,ENR,Energizer Holdings,乾電池・懐中電灯メーカー,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1128,ENS,EnerSys,産業用バッテリーメーカー。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1129,ENSC,Ensysce Biosciences Inc,オピオイドによる製薬を開発する会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1130,ENSG,Ensign Group Inc,看護・リハビリサービス会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1131,ENTA,Enanta Pharmaceuticals Inc,研究開発に焦点を当てるバイオテクノロジー企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1132,ENTG,Entegris Inc,資材管理製品メーカー。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1133,ENV,Envestnet Inc,コンピューターソフトウエア会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1134,ENVA,Enova International Inc,ノンプライム層の消費者および小規模企業向けにオンライン金融サービスを提供する金融会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1135,ENZ,Enzo Biochem Inc,米国のヘルスケア製品メーカー,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1136,EOG,EOG Resources,石油・天然ガス会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1137,EOLS,Evolus Inc,美容医療のための麻酔を開発・製造・販売している会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1138,EOSE,Eos Energy Enterprises Inc,電力業界向けの電力システムを設計、製造、販売している企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1139,EPAC,Enerpac Tool Group A,業務用の多様な電動および産業用工具のブランド品を油圧・電動機器の卸売り業者、通販、小売り業者に提供している工業製品・システムメーカー。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1140,EPAM,EPAM Systems,ITサービス会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1141,EPAY,Bottomline Technologies DE Inc,界各地の企業、金融機関、および銀行向けに、共同決済、請求書、および文書自動化のソリューションを提供している決済ソリューション会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1142,EPC,Edgewell Personal Care,消費者用製品メーカー,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1143,EPIX,ESSA Pharma Inc,進行前立腺がんの治療として自社の「EPI-506」と呼ばれる小分子化合物の開発に従事する開発段階の製薬会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1144,EPM,Evolution Petroleum Corp,石油会社,NYSE American,2021/09/10 00:00:00,2021/09/10 00:00:00
1145,EPZM,Epizyme Inc,がん治療薬の開発、発見に従事する製薬会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1146,EQ,Equillium Inc,自己免疫疾患および炎症性疾患の治療薬開発するバイオテクノロジー企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1147,EQBK,Equity Bancshares Inc A,子会社を通じて、譲渡性預金、個人退職年金・マネーマーケット口座、ホームエクイティ・ローン、デビットカード、住宅ローン、財務管理、個人・法人ローン、投資サービスなどの銀行商品・サービスを提供,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1148,EQH,Equitable Holdings,子会社を通じて、保険、ポートフォリオ構築、退職計画、資産配分、仲介、財務計画、不動産などの金融サービスを提供している。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1149,EQOS,Diginex Limited,暗号資産に関するエコシステムを提供する香港の企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1150,EQT,EQT,総合エネルギー会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1151,ERF,Enerplus Corp,北米の原油天然ガス探査開発会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1152,ERIE,Erie Indemnity Company A,エリー・インシュアランス・エクスチェンジの管理に従事する保険会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1153,ERII,Energy Recovery Inc,浄水装置メーカー。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1154,ES,Eversource Energy,米国北東部を中心に電力を供給,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1155,ESCA,Escalade Inc,スポーツ用品事業と情報セキュリティ・印刷仕上げ事業を運営,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1156,ESE,ESCO Technologies Inc,電力、ガス、水道など公益事業を対象とした特殊目的用通信システムのほか、最新のメーターアプリケーションをサポートするソフトウエアを提供している会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1157,ESGC,Eros STX Global Corp,複数フォーマットのインド言語映画を共同制作、取得、配給しているメディア会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1158,ESGR,Enstar Group Ltd,保険、再保険会社に経営、コンサルティング等のサービスを提供しているバミューダ籍の企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1159,ESI,Element Solutions Inc,化学製品を製造,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1160,ESLT,Elbit Systems,イスラエルの防衛システム会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1161,ESNT,Essent Group Ltd,バミューダ籍の保険持株会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1162,ESP,Espey Mfg & Electronics Corp,医療機器の開発・販売会社,NYSE American,2021/09/10 00:00:00,2021/09/10 00:00:00
1163,ESPR,Esperion Therapeutics Inc,医療機器の開発・販売会社。低密度リポ・タンパク・コレステロール濃度の上昇抑制、および他のカルディオメタボリック・リスクに特化した経口療法と小分子療法を開発する。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1164,ESQ,Esquire Financial Holdings Inc,米国の銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1165,ESSA,ESSA Bancorp Inc,ESSA Bank & Trustの持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1166,ESTA,Establishment Labs Holdings Inc,英領バージン諸島籍の医療機器メーカー持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1167,ESTC,Elastic NV,米国のソフトウェア企業,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1168,ESTE,Earthstone Energy Inc A,独立系エネルギー会社。石油・ガス鉱区の開発・操業に従事,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1169,ETD,Ethan Allen Interiors Inc,家庭用家具とアクセサリーの製造・小売,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1170,ETN,Eaton,商工業用、自動車用、建設用、半導体関連などの機器メーカー,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1171,ETNB,89bio Inc,米国のバイオ医薬品企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1172,ETON,Eton Pharmaceuticals Inc,主に注射用、経口用、点眼用の液体製剤の開発・権利取得・商用化に従事,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1173,ETR,Entergy,総合エネルギー会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1174,ETRN,Equitrans Midstream Corporation,天然ガスの中流事業資産を所有、運営、取得、開発している。また、天然ガス輸送、貯蔵および回収システムを管理している。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1175,ETSY,Etsy,世界最大のハンドメイドマーケットプレイスを展開する会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1176,EURN,Euronav NV,国際的な海運及びオフショアサービスを提供,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1177,EVBG,Everbridge,ソフトウェア企業、重要な状況で多数の人々にメッセージングを提供するSaaS(software-as-a-service)プラットフォームを提供している。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1178,EVC,Entravision Communications A,米国のメディア会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1179,EVCM,EverCommerce Inc,マーケティング、ビジネス・マネジメント、カスタマー・エクスペリエンスのソフトウェア・ソリューション(Software as a Service)を提供。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1180,EVER,Everquote A,米国の保険関連ITサービス企業。主にオンラインでの保険の見積もり比較や加入サービスを提供する。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1181,EVFM,Evofem Biosciences Inc,美容市場のための臨床製薬会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1182,EVGN,Evogene Ltd,イスラエルの植物ゲノム会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1183,EVGO,EVgo Inc A,電気自動車用急速充電ネットワークを運営。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1184,EVH,Evolent Health Inc A,専用プラットフォームの提供会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1185,EVI,EVI Industries Inc,業務用洗たく機、ドライクリーニング機器などを販売している工業用機器販売会社,NYSE American,2021/09/10 00:00:00,2021/09/10 00:00:00
1186,EVLO,Evelo Biosciences Inc,がん、自己免疫および炎症性疾患に対する免疫療法を開発,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1187,EVOK,Evoke Pharma Inc,胃腸疾患の治療薬の研究開発に従事している製薬会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1188,EVOL,Evolving Systems Inc,米国のソフトウェア会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1189,EVOP,Evo Payments A,支払い技術およびサービスプロバイダーとして運営されている。小規模企業から多国籍企業に至る販売業者に支払いソリューションを提供。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1190,EVR,Evercore Inc A,投資銀行部門と投資管理部門の2つの事業を展開,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1191,EVRG,Evergy,電力会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1192,EVRI,Everi Holdings Inc,持株会社。子会社を通じ、ゲーム産業向けにカジノゲームの設計・開発・製造を手掛ける。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1193,EVTC,EVERTEC Inc,プエルトリコの決済処理事業会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1194,EW,Edwards Lifesciences,末期循環器疾患の治療製品・サービス会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1195,EWBC,East West Bancorp,商業・建設・不動産ローンや国際貿易の資金調達などに特化する銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1196,EXAS,Exact Sciences,米国の癌検出製品メーカー。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1197,EXC,Exelon,電力、天然ガスの供給会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1198,EXEL,Exelixis Inc,バイオテクノロジー会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1199,EXK,Endeavour Silver Corp,メキシコでの銀の採掘や精錬を行う銀生産会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1200,EXLS,ExlService Holdings Inc,米国の持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1201,EXP,Eagle Materials Inc,セメント、石膏壁板、リサイクル板紙、コンクリート、骨材を製造、販売。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1202,EXPD,Expeditors International of Washington,世界的なロジスティクス会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1203,EXPE,Expedia Group,オンライン旅行サービス最大手,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1204,EXPI,eXp World Holdings,米国の不動産事業持株会社。子会社を通じ、居住用不動産仲介業務を行う。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1205,EXPO,Exponent,科学・エンジニアリング関連コンサルティング会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1206,EXPR,Express,20代・30代向けの衣料SPA,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1207,EXTN,Exterran Corporation,幅広い石油・天然ガス生産・処理用機器を設計、製造、販売、設置している会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1208,EXTR,Extreme Networks,データ通信ネットワーク機器メーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1209,EYE,National Vision Holdings Inc,子会社を通じて、眼鏡の製造・販売、コンタクトレンズの販売、検眼サービスなどに従事している会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1210,EYEG,Eyegate Pharmaceuticals Inc,医薬品メーカー。目の疾患に対する非侵襲性の目薬デリバリシステムを開発。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1211,EYEN,Eyenovia Inc,米国のバイオ医薬品企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1212,EYES,Second Sight Medical Products Inc,視力回復処置として人工埋め込みデバイスを開発、製造、販売している米国の医療機器会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1213,EYPT,EyePoint Pharmaceuticals Inc,注入、注射や挿入によって投与される薬物送達製品の開発に従事する会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1214,EZGO,EZGO Technologies Ltd,リチウムイオン電池、電動自転車のレンタル・販売を行う企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1215,EZPW,Ezcorp A,質店を展開,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1216,F,Ford Motor,大手自動車メーカー,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1217,FAF,First American Financial,損害保険事業を運営,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1218,FANG,Diamondback Energy,独立系石油・天然ガス会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1219,FARM,Farmer Brothers Co,米国のコーヒー販売業者,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1220,FARO,Faro Technologies Inc,電気部品・装置の米国メーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1221,FAST,Fastenal,工業・建設資材の供給会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1222,FAT,FAT Brands Inc,世界各地で主にファーストフードレストランの開発、市場参入、買収を手掛けているフランチャイズレストラン運営企業。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1223,FATE,Fate Therapeutics Inc,臨床段階のバイオ医薬品会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1224,FB,Facebook A,ソーシャルネットワークサービス（SNS）運営大手,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1225,FBC,Flagstar Bancorp Inc,フラッグスター・バンクを保有している銀行持株会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1226,FBHS,Fortune Brands Home & Security,家庭・セキュリティー製品メーカー,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1227,FBIZ,First Business Financial Services Inc,銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1228,FBK,FB Financial Corp,銀行持株会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1229,FBMS,First Bancshares Inc MS,米国の銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1230,FBNC,First Bancorp Southern Pines NC,銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1231,FBP,First BanCorp,主に商業機関向けの金融サービスを提供する子会社を持つ米国の金融持株会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1232,FBRX,Forte Biosciences Inc,患者の免疫システムに作用することで癌の治療を試みる臨床段階の研究に従事している企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1233,FC,Franklin Covey Co,個人や組織のタイムマネジメントサービスや評価サービスを提供している会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1234,FCAP,First Capital Inc,銀行サービスを提供しているFirst Harrison Bankの持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1235,FCBC,First Community Bancshares Inc,金融持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1236,FCCO,First Community Corporation,米国の銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1237,FCCY,1st Constitution Bancorp,米国の銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1238,FCEL,FuelCell Energy,燃料電池発電の開発・販売,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1239,FCF,First Commonwealth Financial Corporation,各種金融サービスを手掛ける銀行持株会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1240,FCFS,FirstCash Inc,各店舗を通じて、現金および信用に制約のある消費者にサービスを提供する質店を運営。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1241,FCN,FTI Consulting Inc,米国の経営コンサルティング会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1242,FCNCA,First Citizens BancShares Inc A,ノースカロライナ州でFirst-CitizensBank&TrustCompanyおよびIronstoneBankを保有する持株会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1243,FCX,Freeport-Mcmoran,大手鉱山会社。主に金、銅、モリブデンを採掘,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1244,FDBC,Fidelity D&D Bancorp Inc,米国の銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1245,FDP,Fresh Del Monte Produce Inc,米国拠点の食品メーカー,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1246,FDS,FactSet Research Systems,金融情報サービスを配信,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1247,FDX,FedEx,運輸業、国内翌日配送の最大手,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1248,FE,First Energy,公益事業持株会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1249,FEIM,Frequency Electronics Inc,米国拠点のケイマン籍の食品メーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1250,FELE,Franklin Electric Co Inc,水中モーター、ポンプ、電子制御装置と関連部品・機器を含む揚水システムと燃料ポンプシステムを設計・製造・販売している会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1251,FET,Forum Energy Technologies Inc,油田製品会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1252,FEYE,FireEye,マルウェアやスパイウェア対策のセキュリティソフトメーカー,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1253,FF,FutureFuel Corp,化学、バイオ燃料事業を運営している会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1254,FFBC,First Financial Bancorp,銀行業務関連事業を展開,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1255,FFBW,FFBW Inc,米国の銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1256,FFIC,Flushing Financial Corp,貯蓄貸付持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1257,FFIN,First Financial Bankshares Inc,テキサス州で複数の銀行を運営する複数銀行持株会社。,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1258,FFIV,F5 Networks,インターネットトラフィック・コンテンツの管理ソリューションを提供,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1259,FFNW,First Financial Northwest Inc,米国の銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1260,FFWM,First Foundation Inc,米国の銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1261,FGBI,First Guaranty Bancshares Inc,米国の銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1262,FGEN,FibroGen,新薬の開発・商業化に特化した医薬品会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1263,FHB,First Hawaiian,子会社を通じ、貯蓄口座、個人ローンおよびビジネスローン、などの銀行商品およびサービスを提供している企業,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1264,FHI,Federated Hermes Inc B,投資運用商品および関連金融サービスを提供している会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1265,FHN,First Horizon Corp,金融サービス持株会社,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1266,FIBK,First Interstate BancSystem Inc A,銀行持株会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1267,FICO,Fair Isaac,予測分析と意思決定管理ソフトウェアのリーディングプロバイダー,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1268,FIS,Fidelity National Information,支払い業務サービス,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
1269,FISI,Financial Institutions Inc,小売、商業と地方自治体顧客向けに預金、貸付及びその他金融サービスを提供している会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1270,FISV,Fiserv,総合的な情報管理・電子コマースシステムのサービス会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1271,FITB,Fifth Third Bancorp,総合金融サービス会社,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1272,FIVE,Five Below,キッズ向けを中心とした5ドルチェーン店を展開,NASDAQ,2021/09/10 00:00:00,2021/09/10 00:00:00
1273,FIVN,Five9 Inc,クラウドコンタクトセンター向けソフトウエア会社。,NYSE,2021/09/10 00:00:00,2021/09/10 00:00:00
